sample_id_int,sample_id,label,label_orig,group_id,title,description,text,split
17087,agnews_train_017087,3,4,3,Nortel to Delay Filing Results Yet Again,"Nortel Networks Corp. (NT.TO: Quote, Profile, Research) said on Thursday it will again delay filing results, predicting it will not release reports for 2003 and the first half of 2004 until the end of October.","Nortel to Delay Filing Results Yet Again Nortel Networks Corp. (NT.TO: Quote, Profile, Research) said on Thursday it will again delay filing results, predicting it will not release reports for 2003 and the first half of 2004 until the end of October.",train
119800,agnews_train_119800,2,3,2,White House Predicts Slower Growth in 2005,The Bush administration predicted on Friday that economic growth would slow next year but still be strong enough to reduce unemployment slightly.,White House Predicts Slower Growth in 2005 The Bush administration predicted on Friday that economic growth would slow next year but still be strong enough to reduce unemployment slightly.,train
69430,agnews_train_069430,1,2,1,A slugger #39;s paradise,The offenses of the St. Louis Cardinals and Boston Red Sox will no doubt keep scoreboard operators busy at Fenway Park for the first two games of the World Series.,A slugger #39;s paradise The offenses of the St. Louis Cardinals and Boston Red Sox will no doubt keep scoreboard operators busy at Fenway Park for the first two games of the World Series.,train
9886,agnews_train_009886,3,4,3,HDTV Competition Could Bring Deals (PC World),"PC World - Prices are likely to drop as more outlets, including PC vendors, get into the market.","HDTV Competition Could Bring Deals (PC World) PC World - Prices are likely to drop as more outlets, including PC vendors, get into the market.",train
10456,agnews_train_010456,1,2,1,Dominating Dirrell dispatches Despaigne,"ATHENS -- Leon Lawson was watching over Andre Dirrell's shoulder last night, literally and figuratively, as the US middleweight tried to box his way into the medal rounds at the Olympic Games.","Dominating Dirrell dispatches Despaigne ATHENS -- Leon Lawson was watching over Andre Dirrell's shoulder last night, literally and figuratively, as the US middleweight tried to box his way into the medal rounds at the Olympic Games.",train
81581,agnews_train_081581,2,3,2,Hartford executive #39;s stock sale probed,New York AG is investigating the timing of a sale by Thomas Marra; company reports higher 3Q. NEW YORK (Reuters) - The Hartford Financial Services Group Inc.,Hartford executive #39;s stock sale probed New York AG is investigating the timing of a sale by Thomas Marra; company reports higher 3Q. NEW YORK (Reuters) - The Hartford Financial Services Group Inc.,train
114353,agnews_train_114353,3,4,3,"AMD, IBM Use Strained Silicon Transistor Advancement in 2005","Engineers from IBM, AMD, Sony and Toshiba have developed a strained silicon transistor technology aimed at improving processor performance and power efficiency with up to a 24 percent transistor speed increase.","AMD, IBM Use Strained Silicon Transistor Advancement in 2005 Engineers from IBM, AMD, Sony and Toshiba have developed a strained silicon transistor technology aimed at improving processor performance and power efficiency with up to a 24 percent transistor speed increase.",train
75493,agnews_train_075493,0,1,0,EU's Barroso pulls commission,"STRASBOURG, France -- The president-elect of the European Commission withdrew his proposed EU executive team yesterday to avoid an unprecedented European Parliament defeat, plunging the 25-nation bloc into political turmoil.","EU's Barroso pulls commission STRASBOURG, France -- The president-elect of the European Commission withdrew his proposed EU executive team yesterday to avoid an unprecedented European Parliament defeat, plunging the 25-nation bloc into political turmoil.",train
1201,agnews_train_001201,3,4,3,Background Investigation Shortfall Sends ManTech to a Loss,"Despite an increase in revenue, ManTech International Corp. swung to a loss during its second quarter when a contract to conduct background investigations for the Department of Defense turned out to be far less lucrative than previously expected.","Background Investigation Shortfall Sends ManTech to a Loss Despite an increase in revenue, ManTech International Corp. swung to a loss during its second quarter when a contract to conduct background investigations for the Department of Defense turned out to be far less lucrative than previously expected.",train
1727,agnews_train_001727,3,4,3,DOD labs get Linux clusters,Linux Networx Inc. delivered two more systems to the Defense Department as part of the military #39;s Technology Insertion 2004 initiative to improve defense laboratories #39; high-performance computing. ,DOD labs get Linux clusters Linux Networx Inc. delivered two more systems to the Defense Department as part of the military #39;s Technology Insertion 2004 initiative to improve defense laboratories #39; high-performance computing.,train
39186,agnews_train_039186,3,4,3,NASA Genesis space sample shipped to Calif. lab,"LOS ANGELES - Scientists in California Friday began examining for the first time samples of solar wind particles collected by the spacecraft Genesis, which crashed earlier this month in the Utah desert when its parachutes failed to open on landing.","NASA Genesis space sample shipped to Calif. lab LOS ANGELES - Scientists in California Friday began examining for the first time samples of solar wind particles collected by the spacecraft Genesis, which crashed earlier this month in the Utah desert when its parachutes failed to open on landing.",train
95899,agnews_train_095899,0,1,0,Hindu seer sent to police custody,A Hindu cleric facing murder charges in southern India is sent to police custody for questioning.,Hindu seer sent to police custody A Hindu cleric facing murder charges in southern India is sent to police custody for questioning.,train
98749,agnews_train_098749,3,4,3,"GPL 3 to Take on IP, Patents (Ziff Davis)","Ziff Davis - With a relatively hostile environment that has pitted proprietary software against open source as a backdrop, the Free Software Foundation, the steward of the GNU General Public License, is working on the first revamp to the license in 13 years.","GPL 3 to Take on IP, Patents (Ziff Davis) Ziff Davis - With a relatively hostile environment that has pitted proprietary software against open source as a backdrop, the Free Software Foundation, the steward of the GNU General Public License, is working on the first revamp to the license in 13 years.",train
29018,agnews_train_029018,3,4,3,AOL Dumps Sender ID,"AOL (Quote, Chart) has withdrawn its support for Microsoft #39;s controversial Sender ID technology and falling back on Sender Policy Framework (SPF), internetnews.","AOL Dumps Sender ID AOL (Quote, Chart) has withdrawn its support for Microsoft #39;s controversial Sender ID technology and falling back on Sender Policy Framework (SPF), internetnews.",train
67579,agnews_train_067579,2,3,2,EBay Earns Boost Tech Stocks; Dow Slips," NEW YORK (Reuters) - U.S. technology stocks rose on  Thursday as a strong quarterly earnings report from eBay Inc.,  the world's largest online market place, helped lift the Nasdaq  and Standard   Poor's 500 indexes.","EBay Earns Boost Tech Stocks; Dow Slips NEW YORK (Reuters) - U.S. technology stocks rose on  Thursday as a strong quarterly earnings report from eBay Inc.,  the world's largest online market place, helped lift the Nasdaq  and Standard   Poor's 500 indexes.",train
28336,agnews_train_028336,0,1,0,Student Collects Fake Parking Fines,"MADISON, Wis. - A fraternity member has been busted for apparently finding a unique way to supplement his college income - fake parking tickets...","Student Collects Fake Parking Fines MADISON, Wis. - A fraternity member has been busted for apparently finding a unique way to supplement his college income - fake parking tickets...",train
27201,agnews_train_027201,3,4,3,"IBM, LG Electronics to End Joint Venture (AP)",AP - International Business Machines Corp. and LG Electronics Inc. will end an eight-year alliance that helped expand the U.S. computer maker's presence in the booming South Korean PC market.,"IBM, LG Electronics to End Joint Venture (AP) AP - International Business Machines Corp. and LG Electronics Inc. will end an eight-year alliance that helped expand the U.S. computer maker's presence in the booming South Korean PC market.",train
63703,agnews_train_063703,0,1,0,Putin backs Bush in US poll,Russian President Vladimir Putin has warned terrorist attacks in Iraq and around the world will increase if George W Bush is not re-elected in next month #39;s presidential poll.,Putin backs Bush in US poll Russian President Vladimir Putin has warned terrorist attacks in Iraq and around the world will increase if George W Bush is not re-elected in next month #39;s presidential poll.,train
113167,agnews_train_113167,0,1,0,South America Seeks to Fill the World's Table,South America is turning the largely untapped frontier heartland of the continent into the world's new breadbasket.,South America Seeks to Fill the World's Table South America is turning the largely untapped frontier heartland of the continent into the world's new breadbasket.,train
48735,agnews_train_048735,1,2,1,Mariners Notebook: Ichiro pads hit parade,"Sisler set the all-time record for hits in a season in 1920 with 257, wresting the record from Ty Cobb, who #39;d set it nine years earlier with 248.","Mariners Notebook: Ichiro pads hit parade Sisler set the all-time record for hits in a season in 1920 with 257, wresting the record from Ty Cobb, who #39;d set it nine years earlier with 248.",train
